const,gni_per_capita,poverty_headcount,gini_index,health_expenditure_pc,female_literacy,adult_literacy,education_expenditure_gdp,safe_water,basic_sanitation,electricity_access,hospital_beds,physicians_density,nurses_midwives_density,urban_population,communicable_disease_deaths,ncd_mortality_pct,hiv_prevalence,measles_immunisation,dpt_immunisation,undernourishment,smoking_prevalence,overweight_prevalence
1.0,2110.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.02242346098974,81.94279215408704,36.528720029267,76.2,2.35,0.102,0.644,30.049,48.2899120809572,40.856479221944,3.0,88.0,91.0,34.5,10.7,4.3
1.0,7490.0,27.6,40.1,3228.43505859,90.6500015258789,93.6600036621094,4.056111670985595,51.9852117120259,78.4594565767913,96.2,1.6,1.621,2.655,79.139,17.5375809963723,72.5860849365678,0.4,89.0,80.0,7.0,7.1,4.3
1.0,57100.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,3.80804991722107,100.0,96.5041739894552,100.0,2.35,0.394,2.16,100.0,12.3367929690456,77.859990559681,0.4,90.0,91.0,2.5,19.55,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,100.0,2.35,0.394,2.16,43.206,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,760.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,22.5233824972505,32.5,1.59,0.18,0.794,54.077,58.4314977293647,31.6550622520222,0.9,82.0,83.0,38.4,8.2,4.3
1.0,3580.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,6.03082905337534,81.94279215408704,64.4202338506503,86.4,2.35,1.591,3.182,25.013,42.0794029267991,45.8623399494381,23.4,85.0,84.0,12.4,9.5,4.3
1.0,520.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,6.12644463898753,13.8462938417752,17.6,2.35,0.394,2.16,44.13,59.061166797196,31.9181186711719,2.4,41.0,42.0,23.5,19.55,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,71.6117027151749,93.0437426301311,100.0,2.35,0.394,2.16,57.997,5.98818904163466,90.2481711224634,0.1,71.0,51.0,2.5,19.6,4.3
1.0,15750.0,20.200000000000003,40.1,1714.8927002,95.12889642097434,94.83025645727861,4.056111670985595,98.7713643041914,99.9999982963226,100.0,1.97,3.17,4.968,88.116,7.11162087300677,85.1251257357857,0.7,93.0,95.0,2.5,28.7,4.3
1.0,36150.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,99.4808254058944,100.0,3.87,0.394,2.16,79.439,10.3409807344221,84.6690303548102,0.4,99.0,99.0,5.4,16.4,4.3
1.0,1690.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,89.8,2.35,0.394,2.16,30.418,44.0713381221766,44.6818800906545,0.1,70.0,75.0,16.9,17.2,4.3
1.0,3940.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,46.7149333781719,61.6,2.35,0.394,2.16,26.147,16.8570486119756,73.9255570040283,0.1,61.0,71.0,7.9,19.55,4.3
1.0,2150.0,25.7,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,76.4871521039571,97.8645711028921,100.0,4.23,0.394,2.16,38.166,10.4414310543389,81.5861780638101,0.3,96.0,85.0,6.1,27.3,4.3
1.0,21260.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,100.0,2.35,0.394,2.16,100.0,12.3367929690456,77.859990559681,0.4,98.0,99.0,5.4,48.3,4.3
