const,gni_per_capita,poverty_headcount,gini_index,health_expenditure_pc,female_literacy,adult_literacy,education_expenditure_gdp,safe_water,basic_sanitation,electricity_access,hospital_beds,physicians_density,nurses_midwives_density,urban_population,communicable_disease_deaths,ncd_mortality_pct,hiv_prevalence,measles_immunisation,dpt_immunisation,undernourishment,smoking_prevalence,overweight_prevalence
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,90.6391752577319,80.3272843396756,100.0,2.35,0.394,2.16,92.171,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,3900.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,74.3034603115934,97.4375269911084,100.0,2.42,0.394,2.16,70.88,7.14455905561033,85.9446988729274,0.1,96.0,97.0,3.2,20.5,4.3
1.0,720.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,66.0,2.35,0.394,2.16,36.752,35.5456510407433,53.9452462094465,0.2,46.0,39.0,11.4,19.55,4.3
1.0,5220.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,87.6207250140124,97.7453007185575,100.0,2.35,0.394,2.16,70.284,3.13381595554519,91.8551649320085,0.4,91.0,88.0,5.8,24.9,4.3
1.0,29140.0,20.200000000000003,40.1,2609.24072266,95.12889642097434,94.83025645727861,4.056111670985595,97.8834116268806,99.1363581954323,100.0,2.35,0.394,2.16,74.738,5.82779134424743,89.3967236941536,0.4,89.0,86.0,2.5,29.9,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.059791733307,90.3765791487569,100.0,2.35,0.394,2.16,95.24,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,100.0,2.35,0.394,2.16,31.257,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,7780.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,82.4117239415569,93.9797141565547,100.0,2.35,0.394,2.16,63.929,6.69449890981904,88.6277513245613,0.4,96.0,94.0,2.5,24.9,4.3
1.0,6310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,92.1060022089555,73.2,3.2,0.394,2.16,81.907,10.3928533300441,75.050321329237,0.1,89.0,86.0,11.4,19.55,4.3
1.0,4660.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,94.2212514688695,90.3647310611256,100.0,2.35,0.394,2.16,77.698,8.08917917585891,81.3071549864524,0.4,99.0,98.0,6.5,13.3,4.3
1.0,3020.0,62.9,45.7,3228.43505859,88.7799987792969,88.25,4.056111670985595,65.2067969400954,84.3969913717355,95.6,0.66,0.394,2.16,60.818,10.683423692717,71.4312565119184,0.2,79.0,75.0,20.4,12.3,4.3
1.0,8390.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,94.8805426953047,99.8182083856896,100.0,4.03,0.394,2.16,54.524,21.9530614355745,72.3043873152797,0.4,99.0,98.0,4.1,5.6,4.3
1.0,13150.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,99.2487500218028,100.0,2.35,0.394,2.16,77.893,5.16531847193368,90.1666080124334,0.4,95.0,99.0,2.5,30.5,4.3
1.0,2650.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,78.3885599466666,99.5,1.6,0.394,2.16,36.867,24.166184366593,65.9332019454579,0.2,97.0,94.0,13.7,24.3,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,54.1452985866279,100.0,2.35,0.394,2.16,87.284,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,190.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,45.6906846411766,11.6,2.35,0.394,2.16,15.16,51.1748058045556,36.7638905790271,0.8,86.0,89.0,5.4,11.2,4.3
1.0,33410.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.5671426373018,99.9186164178539,100.0,2.94,0.394,2.16,81.802,5.61044466480471,90.7674536252155,0.3,97.0,94.0,2.5,28.4,4.3
1.0,17460.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,100.0,100.0,2.35,3.819,7.274,59.242,13.4850864126618,78.9806538080804,0.4,97.0,94.0,2.5,20.2,4.3
1.0,12020.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,85.1189179871969,97.8104465050209,100.0,2.35,2.752,5.993,68.84,1.41387631975863,94.1059452107939,0.1,23.0,81.0,2.5,32.0,4.3
1.0,2820.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,2.0343847791384,59.1092953183807,59.2951914692048,99.5,2.35,0.394,2.16,41.23,22.6128372233556,70.2556717831391,0.1,96.0,97.0,11.9,32.9,4.3
1.0,1040.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.69134998321533,81.94279215408704,73.826445482821,63.9,2.35,0.394,2.16,18.081,38.1809158837927,50.3926880607269,2.0,97.0,98.0,31.4,14.3,4.3
1.0,1470.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,31.2707417142027,51.1,2.35,0.021,0.371,38.517,57.9601248878216,33.2732838664995,1.3,60.0,63.0,10.3,19.55,4.3
1.0,1010.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,19.4177904317129,19.1976367083179,59.2,2.35,0.083,0.508,45.064,48.5624412207673,41.1204738449955,1.6,81.0,90.0,12.8,6.4,4.3
1.0,550.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,37.3797966827908,36.0,0.73,0.082,0.512,39.326,54.4396366039944,36.1641671601934,11.5,65.0,70.0,24.8,19.55,4.3
1.0,1260.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,36.3013685414785,51.1,2.35,0.262,2.147,46.914,56.517852657474,34.7923815115643,9.4,88.0,91.0,35.4,14.6,4.3
1.0,1200.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,3.15504437906936,11.3356525332316,30.6179496792131,48.3,2.35,0.133,2.16,38.136,54.3369886339401,34.3811377618399,3.5,84.0,83.0,23.8,9.3,4.3
1.0,5680.0,20.200000000000003,40.1,212.88697815,95.12889642097434,94.83025645727861,4.056111670985595,41.8635812237094,93.0437426301311,99.3,2.35,0.394,2.16,59.192,9.350539618217,84.7051796587893,1.0,91.0,94.0,7.8,27.6,4.3
1.0,10280.0,19.0,39.0,3228.43505859,94.4300003051758,94.0299987792969,4.056111670985595,44.9411768110773,88.6817918806029,99.6,2.35,2.235,2.078,85.011,12.5757640797339,71.9343488283774,1.0,89.0,87.0,4.6,10.5,4.3
1.0,2000.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,17.8720755715615,79.5136338496498,96.5,1.31,0.394,2.16,38.906,25.6405037340773,65.3429480560114,0.4,69.0,67.0,5.4,27.2,4.3
1.0,54960.0,20.200000000000003,40.1,6232.59130859,95.12889642097434,94.83025645727861,4.056111670985595,99.9164119020981,99.2262037402876,100.0,2.35,0.394,2.16,77.895,4.7599854163992,90.5983327596301,0.2,96.0,89.0,2.5,21.3,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,100.0,100.0,100.0,2.35,0.394,2.16,97.932,12.3367929690456,77.859990559681,0.4,85.0,88.0,5.4,19.55,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,54.8447584872486,83.6,2.35,0.394,2.16,40.477,30.145592705535,50.3616968458699,0.1,41.0,42.0,39.5,21.4,4.3
1.0,1680.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,26.6925904153209,60.1839131026354,74.2,2.35,0.126,0.435,50.08,43.7546078460253,44.9103407806288,0.3,87.0,91.0,4.6,6.5,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,54.4,2.35,0.071,1.377,43.911,38.6445053843302,49.4781866614906,0.4,93.0,95.0,5.4,19.55,4.3
1.0,32980.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.7650627352206,99.3967759456196,100.0,2.35,0.394,2.16,67.082,4.7917246170997,89.8616486277654,0.4,99.0,94.0,2.5,35.6,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.7098313889755,100.0,100.0,2.35,0.394,2.16,53.708,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,8630.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,86.9706794612828,93.0437426301311,100.0,2.35,0.394,2.16,50.708,1.80974774248712,94.4236633469105,0.4,69.0,79.0,2.5,36.2,4.3
1.0,3510.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,97.5287500099944,100.0,2.35,0.394,2.16,43.258,9.62846081312771,85.6078303042361,0.1,97.0,97.0,8.5,24.7,4.3
1.0,6290.0,20.1,44.2,3228.43505859,94.3399963378906,94.8600006103516,4.056111670985595,64.2206042704366,94.5727484403312,99.8,2.35,3.882,2.16,63.489,13.954068845618,74.9383368877686,0.5,90.0,80.0,4.5,10.7,4.3
1.0,4490.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,57.7814114254904,92.1703402892452,99.8,2.35,0.394,2.16,40.195,9.30494112386208,81.3665708335802,0.4,98.0,97.0,5.2,22.5,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,2.94998113247616,47.0850771759839,93.1462182010626,100.0,2.35,0.394,2.16,94.433,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,1650.0,19.8,36.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,55.2921007475287,96.7483291193228,100.0,4.32,0.394,2.16,28.523,19.4927277240652,73.1880151836871,0.2,98.0,97.0,8.7,19.55,4.3
1.0,34660.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.7724155281172,99.964422815225,100.0,2.35,0.394,2.16,95.006,7.00213354268577,89.7452088059069,0.3,88.0,97.0,2.5,24.7,4.3
1.0,2510.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,43.8921552555398,36.9620839390068,72.4,2.35,0.175,0.796,53.644,54.3054200963566,35.6599009600282,1.7,75.0,77.0,9.6,8.8,4.3
1.0,25930.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.27101949674789,99.8731075904989,100.0,100.0,2.35,0.394,2.16,93.664,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,3020.0,8.9,34.6,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,79.8452982407754,96.3066941900978,100.0,4.86,0.394,2.16,50.626,8.20831596886303,85.1820186447499,0.4,99.0,90.0,2.5,16.7,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,30.0340981310563,55.9519412878114,85.3,0.36,0.394,2.16,27.265,32.9304513537869,49.7810848710223,0.1,55.0,59.0,30.4,22.7,4.3
1.0,10220.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,5.38572189060925,81.94279215408704,93.0437426301311,100.0,2.98,0.394,2.16,72.312,12.3367929690456,77.859990559681,0.5,80.0,90.0,13.4,19.55,4.3
1.0,19280.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,90.851749132955,99.3206156339836,100.0,2.35,2.058,4.817,88.998,9.76462365102089,79.7897919025766,0.1,99.0,99.0,5.7,8.4,4.3
1.0,1220.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,57.3964993719658,74.1301534432673,76.8,2.35,0.394,2.16,32.47,21.5972988139263,71.1445252140296,0.9,71.0,71.0,5.3,44.4,4.3
1.0,17960.0,20.200000000000003,49.7,3228.43505859,95.9457933826316,96.256135181795,4.056111670985595,81.94279215408704,85.8798756121606,97.0,2.35,0.394,2.16,69.888,13.3672704197102,77.859990559681,1.1,93.0,72.0,5.6,5.2,4.3
1.0,3620.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,14.4140746669502,45.1820538815103,95.9,2.35,0.394,2.16,58.448,21.6167598805556,72.8134553298564,0.4,79.0,94.0,3.7,39.7,4.3
1.0,12150.0,5.0,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,97.8608457968327,100.0,2.35,0.394,2.16,58.387,5.12469470440264,86.6754521201012,0.3,93.0,98.0,2.5,22.2,4.3
1.0,91470.0,20.200000000000003,40.1,7504.58496094,95.12889642097434,94.83025645727861,4.056111670985595,99.5340819574653,97.585929408821,100.0,4.15,0.394,2.16,92.266,5.3566112640065,88.5966262598026,0.3,99.0,99.0,2.5,23.0,4.3
1.0,4910.0,9.0,34.9,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,30.2661667151466,88.156880601993,99.4,1.36,0.69,4.173,59.204,18.9256595520418,76.3264256879934,0.4,85.0,78.0,7.2,38.2,4.3
1.0,21580.0,17.3,40.0,3228.43505859,99.1699981689453,98.9100036621094,4.056111670985595,81.94279215408704,98.3248312886721,100.0,2.48,4.63,7.317,95.852,7.15428871700658,85.51001841335,0.4,97.0,94.0,2.5,20.5,4.3
1.0,960.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,23.871601843252,27.8438185893828,40.5,2.35,0.208,0.986,45.893,57.6206587004614,33.173239929153,2.2,65.0,68.0,32.2,8.2,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,100.0,100.0,100.0,2.35,0.394,2.16,100.0,12.3367929690456,77.859990559681,0.4,88.0,99.0,5.4,19.55,4.3
1.0,2260.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,26.5164278963248,34.6178581154233,62.0,2.35,0.166,2.143,32.67,47.6473006196949,39.2582275747306,9.8,90.0,91.0,38.1,11.3,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,81.94279215408704,93.0437426301311,100.0,2.68,0.394,2.16,83.764,10.7101925570542,75.4340380076986,1.1,86.0,90.0,5.4,11.3,4.3
1.0,970.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,6.24704860480126,12.9220664368098,12.0,2.35,0.085,0.21,24.691,63.4475184752633,26.9854526457781,0.9,66.0,68.0,35.1,7.4,4.3
1.0,7310.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,100.0,100.0,100.0,2.35,0.394,2.16,100.0,12.3367929690456,77.859990559681,0.4,90.0,91.0,5.4,19.55,4.3
1.0,40250.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,6.43592667889685,100.0,100.0,100.0,2.35,0.394,2.16,100.0,7.08553117120388,79.3692717439555,0.1,98.0,99.0,2.5,19.9,4.3
1.0,54840.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,99.739449377802,99.4862170542849,100.0,5.48,0.394,20.89,98.224,7.89790553547321,85.9811278647269,0.2,96.0,97.0,2.5,26.7,4.3
1.0,6030.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,59.7426312653863,98.4987805458373,100.0,1.3,1.012,2.623,71.853,15.2968313867188,66.8927788998746,0.1,91.0,90.0,16.1,19.2,4.3
1.0,5870.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,55.7961520243991,89.9723420362516,99.6,2.35,0.394,2.16,66.533,11.8146625910832,78.6097363921946,1.6,73.0,69.0,10.1,19.55,4.3
1.0,2520.0,20.200000000000003,40.1,3228.43505859,95.12889642097434,94.83025645727861,4.056111670985595,29.131279569715,76.719418336462,95.0,2.35,0.394,2.16,26.035,23.0343168225405,67.7209576492285,0.5,83.0,83.0,4.6,17.2,4.3
